"Freq [GHz]","dB(S(1,1)) [] - l='1mm'","dB(S(1,1)) [] - l='2mm'","dB(S(1,1)) [] - l='3mm'","dB(S(1,1)) [] - l='4mm'","dB(S(1,1)) [] - l='5mm'","dB(S(1,1)) [] - l='6mm'","dB(S(1,1)) [] - l='7mm'","dB(S(1,1)) [] - l='8mm'","dB(S(1,1)) [] - l='9mm'","dB(S(1,1)) [] - l='10mm'","dB(S(1,1)) [] - l='11mm'","dB(S(1,1)) [] - l='12mm'","dB(S(1,1)) [] - l='13mm'","dB(S(1,1)) [] - l='14mm'","dB(S(1,1)) [] - l='15mm'","dB(S(1,1)) [] - l='16mm'","dB(S(1,1)) [] - l='17mm'","dB(S(1,1)) [] - l='18mm'","dB(S(1,1)) [] - l='19mm'","dB(S(1,1)) [] - l='20mm'","dB(S(1,1)) [] - l='21mm'","dB(S(1,1)) [] - l='22mm'","dB(S(1,1)) [] - l='22.5mm'","dB(S(1,1)) [] - l='23mm'","dB(S(1,1)) [] - l='23.5mm'","dB(S(1,1)) [] - l='24mm'","dB(S(1,1)) [] - l='25mm'"
1.58,-0.881148189891795,-0.90572392166333,-0.933329414283449,-0.95944867230577,-0.989252104546647,-1.0292116010379,-1.05883070206684,-1.10311171634566,-1.14595026321059,-1.18593075155232,-1.25262405558808,-1.30485446922722,-1.37036306910331,-1.45808485124093,-1.5359673289471,-1.63682107557224,-1.74084202764297,-1.86987219159451,-2.01240395920348,-2.16928543925822,-2.36147683374116,-2.61367082272755,-2.74018385969782,-2.8771239354576,-3.05942375903367,-3.23689657410317,-3.64471484769809
1.584,-0.878494421233454,-0.902808096361767,-0.930079977841835,-0.955892475043573,-0.985359589597389,-1.02485019028683,-1.05401274708344,-1.09778961567068,-1.1400421930031,-1.17954858395949,-1.24521124340284,-1.29678875941553,-1.3612323947477,-1.44759694856281,-1.52423548484828,-1.6234601514159,-1.7256786737952,-1.85237832670689,-1.99212142942007,-2.14598406478855,-2.33416401748385,-2.58089735175408,-2.70435518956211,-2.83810461469743,-3.01599824370023,-3.18902288017638,-3.58619302590525
1.588,-0.875915487336371,-0.899971796620633,-0.926915883289994,-0.952427401422912,-0.981564752526998,-1.02059588226144,-1.04931101837428,-1.09259445521878,-1.13427372983879,-1.17331671328103,-1.23797240125236,-1.28891238818306,-1.35231722085553,-1.43735817072949,-1.512785598652,-1.61042510988493,-1.71089188412302,-1.83532821257329,-1.97236675760868,-2.12330345874305,-2.30760115259356,-2.54905623161595,-2.66956669492831,-2.80023871131172,-2.97388584951976,-3.14262859615334,-3.52956229142379
1.592,-0.873410046271384,-0.897213543263546,-0.923835475469173,-0.949051627694512,-0.977865576918771,-1.01644638390256,-1.04472293659267,-1.08752334110106,-1.12864158879129,-1.16723153660815,-1.23090316012579,-1.28122050704648,-1.34361182930319,-1.42736169117113,-1.50160971337148,-1.59770645041511,-1.69647031608255,-1.81870799856744,-1.95312283347411,-2.10122285122731,-2.28176217166567,-2.51811365744388,-2.63577977183403,-2.76348255057983,-2.93303558632487,-3.09765490227334,-3.47474375914186
1.596,-0.870976793556592,-0.894531898528254,-0.920837145859601,-0.945763381977334,-0.974260104329858,-1.01239946917939,-1.04024599913412,-1.08257346693423,-1.12314258631448,-1.16128956382866,-1.22399929252317,-1.27370842701931,-1.33511069569876,-1.41760092198079,-1.49070015693739,-1.58529502195717,-1.68240305638701,-1.80250437504366,-1.93437323839431,-2.0797223365689,-2.25662213061412,-2.48803733926772,-2.60295758458201,-2.72779449674453,-2.89339890263838,-3.05404585736771,-3.42166259502125
1.6,-0.86861446095387,-0.891925464708951,-0.917919331018953,-0.942560942492848,-0.970746432285919,-1.0084529767252,-1.03587777737619,-1.07774211064447,-1.11777363646913,-1.15548741337629,-1.21725670695846,-1.26637161233008,-1.32680848154508,-1.40806950398243,-1.4800495300661,-1.57318200770883,-1.66867960174743,-1.78670454833109,-1.9161022123848,-2.05878283087989,-2.23215715160318,-2.45879642202272,-2.57106497029754,-2.69313484080393,-2.85492954806805,-3.01174823244435,-3.37024776925474
1.604,-0.866321815310631,-0.889392882850265,-0.915080511081116,-0.939442635868523,-0.967322712355505,-1.00460480756892,-1.03161591403253,-1.07302663140578,-1.11253174731143,-1.14982180816491,-1.21067144270897,-1.25920567442613,-1.31870002676851,-1.39876129727494,-1.46965069472225,-1.56135891061327,-1.65528984060567,-1.77129621705366,-1.89829462287142,-2.03838603200715,-2.20834436930203,-2.43036141040322,-2.5400683494042,-2.65946569540853,-2.81758344465792,-2.9707113554023,-3.32043182696637
1.608,-0.864097657444944,-0.886932831490658,-0.912319208312635,-0.936406835507368,-0.963987148300593,-1.0008529229582,-1.02745812061584,-1.06842446670631,-1.10741401743566,-1.14428957169829,-1.20423966479897,-1.25220636624821,-1.31078034259393,-1.3896703722263,-1.45949676314283,-1.54981753958081,-1.64222403580189,-1.75626754969687,-1.88093593516036,-2.01851438171937,-2.18516188024404,-2.40270409823198,-2.50993564160216,-2.62675089635229,-2.78131856653094,-2.93088696602375,-3.27215067501119
1.612,-0.861940821072113,-0.884544025453124,-0.909633985724226,-0.933451960020648,-0.960737994299826,-0.997195342269703,-1.02340217500465,-1.06393312953669,-1.10241763266342,-1.13888762434708,-1.19795765920554,-1.2453695767623,-1.30304460474814,-1.38079100089386,-1.44958108739195,-1.53854999639339,-1.62947280812309,-1.74160716334758,-1.86401218450163,-1.99915102999028,-2.162588695089,-2.37579750203835,-2.48063618696616,-2.59495591018808,-2.74609482721424,-2.89222908046471,-3.22534338356734
1.616,-0.859850171770995,-0.882225214681139,-0.907023445735142,-0.930576471720919,-0.957573553241164,-0.993630141002732,-1.01944591910904,-1.05955020569462,-1.09753986287259,-1.13361297978472,-1.19182182827554,-1.23869132573542,-1.29548814697436,-1.37211764884795,-1.43989724941756,-1.52754866325353,-1.61702712068215,-1.72730410353797,-1.84750994964945,-1.98027980124749,-2.14060469360076,-2.34961579856239,-2.45214067181031,-2.56404774753574,-2.71187397408861,-2.85469386453362,-3.17995200133605
1.62,-0.857824605988371,-0.879975183117929,-0.904486228887822,-0.927778875172832,-0.954492175080943,-0.990155448852319,-1.01558725663074,-1.05527335120019,-1.09277805895913,-1.1284627415747,-1.18582868634329,-1.23216775874323,-1.2881064548419,-1.36364496737752,-1.43043905158282,-1.5168061909423,-1.60487826408035,-1.71334782512914,-1.83141632782955,-1.96188516246538,-2.11919058216666,-2.32413426592273,-2.42442105899395,-2.53399488168513,-2.67861948944992,-2.81823951510679,-3.13592138327366
1.624,-0.855863050079807,-0.877792747627215,-0.902021012610938,-0.92505771579905,-0.951492255266281,-0.986769447858283,-1.01182415091338,-1.05110028981686,-1.08812964992562,-1.12343409990186,-1.17997485553898,-1.22579514239786,-1.28089515983585,-1.3553677860577,-1.4212005076467,-1.50631548755268,-1.5930178423091,-1.69972817417416,-1.81571891102898,-1.94395219298862,-2.09832785369709,-2.29932922820609,-2.39745052236807,-2.50476717212798,-2.64629649771177,-2.78282614908543,-3.09319902987772
1.628,-0.853964459385415,-0.875676756953723,-0.899626510028547,-0.92241157853899,-0.948572233218141,-0.983470370626789,-1.0081546228786,-1.04702881067318,-1.08359214009038,-1.11852432844085,-1.17425706177843,-1.2195698597849,-1.27385003371241,-1.34728110566018,-1.41217583416973,-1.49606970776687,-1.5814377593495,-1.68643537070404,-1.80040576353019,-1.92646655598106,-2.0779987497552,-2.27517800325396,-2.37120338508433,-2.47633579268069,-2.61487167831682,-2.74841569934729,-3.05173493713669
1.632,-0.85212781733914,-0.873626090721699,-0.897301468813497,-0.919839086558038,-0.945730590872329,-0.980256498621164,-1.00457674904434,-1.04305676598054,-1.07916310641172,-1.11373078135535,-1.16867213092539,-1.21348840609928,-1.26696698310651,-1.33938009138891,-1.40335944232244,-1.48606224264803,-1.57013020643094,-1.673459992384,-1.78546540061582,-1.90941447140132,-2.05818622477725,-2.25165885343845,-2.3456550615098,-2.44867316388634,-2.58431318395807,-2.71497181719199,-3.01148145633103
1.636,-0.85035213461015,-0.871639658469934,-0.895044670083169,-0.91733890000509,-0.942965851275904,-0.977126160518967,-1.00108865962132,-1.03918206884268,-1.07484019592174,-1.10905089042167,-1.16321698511795,-1.20754738447022,-1.26024204437891,-1.33166006642391,-1.39474593007503,-1.47628670991852,-1.55908764991209,-1.66079295899038,-1.77088676837571,-1.89278269041347,-2.03887391225368,-2.2287509392344,-2.32078200250946,-2.42175288940786,-2.55459056374339,-2.6824597808189,-2.97239316294452
1.64,-0.848636448275004,-0.869716398721694,-0.892854927335718,-0.914909714816335,-0.940276577236641,-0.974077730632319,-0.997688536684521,-1.0354026911527,-1.0706211232647,-1.10448216227109,-1.15788863925109,-1.20174350196597,-1.25367137869072,-1.32411650575761,-1.38633007474856,-1.4667369446988,-1.5483028197503,-1.64842551766198,-1.75665922455199,-1.87655847114706,-2.0200460927502,-2.20643427540893,-2.29656164387637,-2.39554969614609,-2.52567469096462,-2.65084640941393,-2.93442673400808
1.644,-0.846979821019389,-0.86785527808818,-0.89073108542522,-0.912550261563321,-0.937661370023163,-0.971109627388714,-0.994374612415986,-1.03171666157355,-1.06650366833523,-1.10002217574534,-1.15268419760799,-1.19607356576968,-1.24725126729425,-1.31674503030876,-1.37810682590851,-1.45740699068204,-1.5377686985271,-1.6363492288823,-1.74277252036216,-1.86072955572655,-2.0016876636561,-2.18468968966195,-2.27297235770512,-2.37003937783644,-2.49753769515884,-2.62009998245496,-2.89754083325588
1.648,-0.845381340368141,-0.866055290404085,-0.888672019573963,-0.910259304343406,-0.935118868113682,-0.968220311869741,-0.991145167416048,-1.02812206359837,-1.06248567401154,-1.09566857935984,-1.1476008506329,-1.19053447951801,-1.24097810702913,-1.30954140129964,-1.37007129858313,-1.44829109172177,-1.5274785109996,-1.62455595315202,-1.72921678324425,-1.84528414849536,-1.98378411055499,-2.16349878356347,-2.24999340651927,-2.34519874189586,-2.47015289817333,-2.59019016387636,-2.86169600352546
1.652,-0.843840117942495,-0.864315455893934,-0.886676634420426,-0.908035639710819,-0.932647745991132,-0.965408286405094,-0.9879985290798,-1.02461703368701,-1.05856504397963,-1.09141908886996,-1.14263587183887,-1.18512323979476,-1.23484840601384,-1.30250151488349,-1.36221876678988,-1.43938368381037,-1.51742571414959,-1.6130378383134,-1.71598250047115,-1.83021089536471,-1.96632148012012,-2.14284389564383,-2.22760489997701,-2.32100555930885,-2.44349475396732,-2.5610879307609,-2.82685456588049
1.656,-0.842355288743386,-0.862634820367961,-0.884743863101433,-0.905878095646627,-0.930246712982881,-0.962672093219568,-0.984933070035949,-1.02119975947534,-1.05473974064404,-1.0872714849354,-1.13778661484393,-1.179836932772,-1.22885877952299,-1.29562139700941,-1.35454465735402,-1.43067938742831,-1.50760398770343,-1.60178730749071,-1.70306050358518,-1.81549886422196,-1.94928635444282,-2.12270806650348,-2.20578775399163,-2.29743851735652,-2.41753879190365,-2.53276550625299,-2.79298052497748
1.66,-0.840926010459824,-0.861012454446361,-0.882872666367053,-0.903785530565959,-0.927914512142967,-0.960010313130699,-0.981947206645422,-1.01786847805414,-1.05100778312147,-1.08322361087824,-1.13305051052979,-1.17467273099182,-1.22300594604131,-1.28889719851304,-1.34704454400459,-1.42217300024452,-1.49800722509776,-1.59079704761314,-1.69044195360649,-1.80113752633721,-1.93266582670906,-2.10307500581775,-2.18452365211519,-2.2744771750066,-2.39226156330184,-2.50519629641015,-2.7600394802364
1.664,-0.839551462801291,-0.859447452810646,-0.881062031726932,-0.901756832360958,-0.925649919175175,-0.957421564294935,-0.979039397556997,-1.0146214743145,-1.0473672453135,-1.07927337053044,-1.12842506431724,-1.16962789028184,-1.21728672348575,-1.28232519042168,-1.33971414173378,-1.41385949014998,-1.48862952486745,-1.58005999848829,-1.67811832697209,-1.78711673871107,-1.91644747814428,-2.08392906112077,-2.16379500904424,-2.25210192079578,-2.36764059104065,-2.47835483073126,-2.72799854241022
1.668,-0.838230846853229,-0.857938933481164,-0.879310972626746,-0.899790917477977,-0.923451741395245,-0.954904501000217,-0.976208142317573,-1.0114570793568,-1.04381625405475,-1.07541872616671,-1.12390785355283,-1.16469974679843,-1.21169802558767,-1.27590175946336,-1.33254930140623,-1.40573398860718,-1.47946518243346,-1.56956934239677,-1.666081402165,-1.77342672730999,-1.90061935615231,-2.06525518826074,-2.14358493611613,-2.23029393304721,-2.3436543220138,-2.45221670611944,-2.69682625518031
1.672,-0.836963384454702,-0.856486037119624,-0.877618527653555,-0.897886730027584,-0.921318816730483,-0.952457812503035,-0.973451980034711,-1.00837366896049,-1.04035298733331,-1.07165769651902,-1.11949652500175,-1.15988571419153,-1.20623685842739,-1.26962340376986,-1.32554600460606,-1.39779178429941,-1.47050868226969,-1.55931849417963,-1.65432324699523,-1.7600580711389,-1.88516995357862,-2.04703892342557,-2.12387720867385,-2.20903514227733,-2.3202820822564,-2.42675853405538,-2.66649252143388
1.676,-0.835748317597359,-0.855087926355659,-0.875983759768886,-0.896043240926065,-0.919250012755334,-0.950080221908065,-0.970769488089188,-1.0053696621121,-1.03697567258014,-1.06798835486893,-1.11518879244198,-1.15518328088536,-1.20090031711389,-1.26348672876405,-1.31870035870946,-1.39002831706461,-1.46175469042924,-1.54930109179267,-1.64283620649699,-1.74700168710415,-1.87008818903306,-2.02926635664515,-2.10465623518529,-2.18830819565627,-2.29750403457307,-2.40195789077318,-2.63696853390609
1.68,-0.834584907844865,-0.853743785136485,-0.874405755568442,-0.894259447067129,-0.917244225761344,-0.947770485088636,-0.96815928089542,-1.00244351958878,-1.03368258502441,-1.0644088272144,-1.11098243435513,-1.15059000746983,-1.19568558260275,-1.25748844322294,-1.312008592172,-1.38243917209939,-1.45319804741133,-1.53951098730255,-1.63161289140839,-1.73424881562267,-1.85536338821106,-2.01192410668247,-2.08590702801087,-2.1680964233955,-2.27530113851027,-2.37779327024607,-2.60822670989376
1.684,-0.833472435771987,-0.852452818098714,-0.872883624567309,-0.892534370522554,-0.91530037986016,-0.945527389646269,-0.965620008707808,-0.999593742595245,-1.03047204611196,-1.06091729050779,-1.10687529170949,-1.14610352419739,-1.19058991864586,-1.25162535550765,-1.30546705001993,-1.37502007441967,-1.44483376135144,-1.5299422383016,-1.62064616720221,-1.72179100693587,-1.84098526615627,-1.99499929723167,-2.0676151757204,-2.14838380694483,-2.25365511252663,-2.3542440398031,-2.58024062976969
1.688,-0.832410200422582,-0.851214249961476,-0.871416498509723,-0.890867057770637,-0.913417426118168,-0.943349753907704,-0.963150356470917,-0.996818871451625,-1.02734242198407,-1.05751197096189,-1.1028652658312,-1.14172152858059,-1.18561066886664,-1.24589436995241,-1.29907218953543,-1.36776688356502,-1.43665700151819,-1.52058909971938,-1.60992914363792,-1.70962010808948,-1.82694391041142,-1.97847953434647,-2.0497668168668,-2.12915494888936,-2.23254839822525,-2.33129039821046,-2.55298497904697
1.692,-0.831397518785771,-0.850027324939996,-0.870003530702351,-0.889256578951341,-0.91159434172151,-0.941236425957841,-0.960749042711817,-0.994117484330134,-1.02429212201399,-1.05419114242096,-1.09895031635955,-1.13744178308576,-1.18074525395509,-1.24029248340507,-1.29282057612666,-1.36067558853477,-1.42866309210133,-1.51144601601028,-1.59945516480721,-1.69772825054291,-1.81322976500715,-1.9623528850274,-2.03234861513036,-2.11039504444366,-2.2119641265213,-2.30891333606321,-2.52643549376128
1.696,-0.830433725289542,-0.848891306178813,-0.868643895370182,-0.887702027147,-0.909830129170216,-0.939186282707144,-0.958414818472705,-0.991488196038543,-1.02131959739869,-1.05095312479405,-1.09512845928264,-1.1332621129184,-1.17599116897693,-1.23481678191189,-1.28670887937331,-1.35374230294428,-1.4208475062761,-1.50250761369767,-1.58921779964657,-1.68610783837377,-1.79983361524209,-1.94660785690091,-2.01534773575291,-2.09208985444822,-2.19188608562689,-2.28709459834362,-2.50056890895599
1.7,-0.82951817131122,-0.847805475203922,-0.867336787034136,-0.886202517687656,-0.908123815500329,-0.937198228992087,-0.956146466282191,-0.988929656848375,-1.01842333980349,-1.04779628254787,-1.09139776504985,-1.12918040389619,-1.1713459807917,-1.22946443753974,-1.28073386923953,-1.34696326039067,-1.41320586053028,-1.49376869425639,-1.57921083289251,-1.67475153704542,-1.78674657321,-1.93123337892765,-1.99875182318663,-2.07422567977853,-2.17229869074316,-2.26581664901252,-2.47536291007082
1.704,-0.828650224704002,-0.846769131393018,-0.866081419909512,-0.88475718747996,-0.906474451532815,-0.93527119670724,-0.953942799163614,-0.98644055136606,-1.01560188005734,-1.04471902325653,-1.08775635675767,-1.12519460040575,-1.1668073255748,-1.22423270532936,-1.27489241244608,-1.34033481001769,-1.40573390924048,-1.48522422731607,-1.56942825645584,-1.6636522627073,-1.77396006403291,-1.91621878308133,-1.9825489798869,-2.05678933708401,-2.15318695535721,-2.2450626375092,-2.45079608704893
1.708,-0.827829269339132,-0.845781591463265,-0.864877027324519,-0.883365194358741,-0.904881111148295,-0.933404143967838,-0.951802659678898,-0.984019597445193,-1.01285378689656,-1.04171979620592,-1.0842024084057,-1.12130270343926,-1.16237290643869,-1.21911892037354,-1.26918146899411,-1.33385341227013,-1.3984275394857,-1.47686934416918,-1.55986426119343,-1.65280317199955,-1.76146581276132,-1.90155378694315,-1.96672774618337,-2.03976813577873,-2.13453646404789,-2.22481636704381,-2.42684789099068
1.712,-0.82705470466293,-0.844842188975805,-0.863722861157969,-0.882025716460405,-0.903342890586448,-0.93159605430145,-0.949724919006482,-0.981665545138191,-1.01017766575507,-1.03879709105026,-1.08073414321976,-1.11750276870765,-1.15804049114884,-1.2141204950144,-1.26359808883351,-1.32751563482865,-1.39128276608607,-1.46869933156824,-1.55051322905659,-1.64219765233516,-1.74925583190514,-1.88722847716024,-1.95127708116759,-2.02314985621126,-2.1163333467113,-2.20506226457426,-2.40349859319432
1.716,-0.826325945268287,-0.843950273856406,-0.862618191295616,-0.88073795161719,-0.901858907769218,-0.929845935867715,-0.947708476051925,-0.979377175685789,-1.00757215759904,-1.03594943651864,-1.07734983203918,-1.11379290482667,-1.15380790993002,-1.2092349161543,-1.258139408669,-1.32131814871623,-1.38429572685605,-1.46070962579776,-1.54136972559675,-1.63182931263446,-1.73732240956115,-1.87323329372002,-1.93618634453928,-2.00692272894572,-2.0985642541225,-2.18578535236669,-2.38072924643531
1.72,-0.825642420479966,-0.843105211931661,-0.861562305104143,-0.879501116771533,-0.900428301646799,-0.928152820704908,-0.945752256589862,-0.977153300542715,-1.00503593780427,-1.03317539916944,-1.07404779176538,-1.11017127157295,-1.14967305335912,-1.20445974267516,-1.25280264889739,-1.31525772456825,-1.37746267806139,-1.45289580700709,-1.53242849281007,-1.6216919744882,-1.72565809810496,-1.85955901499497,-1.9214452793572,-1.99107541509014,-2.08121633475525,-2.16697122104535,-2.3585216483459
1.724,-0.825003573953235,-0.842306384480105,-0.860554506922357,-0.8783144474098,-0.899050231565567,-0.926515764002376,-0.943855212436078,-0.974992760438196,-1.00256771507437,-1.03047358219067,-1.07082638386932,-1.10663607820679,-1.14563387034029,-1.19979260296126,-1.2475851106702,-1.30933122905821,-1.37077999007014,-1.44525359379134,-1.52368444230371,-1.61177966372692,-1.71425570341701,-1.84619674351538,-1.90704399564382,-1.97559698761278,-2.06427721278706,-2.14860600404417,-2.33685830676659
1.728,-0.824408863285331,-0.84155318779768,-0.859594117568789,-0.87717719701454,-0.897723876657051,-0.924933843397724,-0.942016320648443,-0.972894424469734,-1.00016623039813,-1.02784262424422,-1.06768401295504,-1.10318558185886,-1.14168836615913,-1.19523119252081,-1.24248417307546,-1.30353562147197,-1.36424414318818,-1.43777883800801,-1.51513264876747,-1.60208660237554,-1.70310827461445,-1.83313789243037,-1.89297295479638,-1.96047691359035,-2.04773496722117,-2.13067635337764,-2.3157224069495
1.732,-0.823857759639281,-0.840845032777055,-0.85868047386509,-0.876088636534624,-0.896448435247153,-0.923406158297834,-0.940234582755596,-0.970857189228962,-0.997830256044541,-1.02528119835227,-1.06461912537716,-1.09981808597807,-1.13783460061214,-1.19077327170176,-1.2374972904336,-1.29786795042331,-1.35785172367059,-1.43046751981781,-1.50676834373534,-1.59260720097332,-1.69220909426197,-1.82037417261926,-1.87922295475934,-1.94570503733584,-2.03157811206156,-2.11316941665443,-2.29509778050207
1.736,-0.823349747379593,-0.84018134450023,-0.857812928174688,-0.875048053872508,-0.89522312428483,-0.921931829222746,-0.938509024012237,-0.96887997795816,-0.995558594593737,-1.02278801082413,-1.06163020790977,-1.09653193883794,-1.13407068620826,-1.18641666349783,-1.23262198970191,-1.29232535070444,-1.35159941990036,-1.42331574293868,-1.49858690962253,-1.58333605124049,-1.68155166903651,-1.80789758041861,-1.86578511591673,-1.93127156435696,-2.01579557748126,-2.09607281526191,-2.27496887596677
1.74,-0.822884323719459,-0.839561561843957,-0.856990847956038,-0.874054753388057,-0.894047178789436,-0.920509997171573,-0.936838692680024,-0.96696173973627,-0.993350078002608,-1.02036180022177,-1.0587157864648,-1.09332553209897,-1.13039478643941,-1.18215925144045,-1.2278558679828,-1.28690504026498,-1.34548401872657,-1.41631973010276,-1.49058387402419,-1.57426791907389,-1.67112972082204,-1.79570038593144,-1.85265086766479,-1.91716704609907,-2.00037669192789,-2.07937462365426,-2.25532073093983
1.744,-0.822460998378912,-0.838985137097445,-0.856213615329975,-0.873108055418204,-0.892919851316118,-0.919139823009469,-0.935222659333048,-0.965101448693236,-0.991203566703544,-1.01800133636251,-1.0558744248576,-1.0901972994247,-1.12680511411685,-1.17799897757299,-1.22319659013108,-1.28160431731367,-1.33950240195447,-1.40947581870634,-1.4827549042629,-1.56539773785503,-1.66093717821222,-1.78377512188767,-1.83981193562805,-1.90338236542937,-1.98531116511383,-2.0630633496815,-2.23613894563801
1.748,-0.822079293253646,-0.838451535591986,-0.855480626660594,-0.872207295811924,-0.891840411438428,-0.917820486874981,-0.933660016186838,-0.96329810325152,-0.989117948735019,-1.0157054193574,-1.05310472361783,-1.08714571514904,-1.1232999297707,-1.17393384050363,-1.2186418864559,-1.27642055753703,-1.33365154298033,-1.40278045664368,-1.47509580217261,-1.55672060205477,-1.6509681683997,-1.7721145730265,-1.82726032948406,-1.88990872282189,-1.97058907184183,-2.04712791590025,-2.21740965782869
1.752,-0.821738742094127,-0.837960235341959,-0.854791292149178,-0.871351825479841,-0.890808145247622,-0.916551187606886,-0.932149876450169,-0.961550725393733,-0.987092138902744,-1.01347287868371,-1.05040531884383,-1.08416929299297,-1.11987754010978,-1.1699618935333,-1.21418955051297,-1.27135121142965,-1.32792850356441,-1.39623019831592,-1.46760249910754,-1.54823176111984,-1.64121700943245,-1.76071176597314,-1.81498833136423,-1.87673762320509,-1.95620083661988,-2.03155764181125,-2.19911951904399
1.756,-0.821438890194439,-0.837510726696852,-0.854145035440689,-0.870541009958036,-0.889822354867931,-0.915331142189831,-0.930691373698594,-0.959858359955362,-0.985125077970198,-1.01130257229036,-1.04777488109854,-1.08126658482816,-1.11653629653927,-1.16608124285549,-1.20983743698317,-1.2663938017312,-1.32233043073546,-1.38982170080656,-1.46027105116507,-1.5399266136272,-1.63167820281811,-1.74955995958397,-1.80298848480001,-1.86386086343629,-1.94213721902181,-2.01634222697178,-2.18125567200483
1.76,-0.82117929409079,-0.837102512003871,-0.853541293242285,-0.869774228985445,-0.888882357987223,-0.914159585218017,-0.929283661268978,-0.958220073941628,-0.983215731877266,-1.00919338573472,-1.0452121143454,-1.078436179486,-1.1132745937337,-1.16229004582485,-1.20558345963362,-1.26154592096501,-1.31685455382093,-1.38355172021598,-1.45309763461219,-1.53180070169295,-1.62234642645904,-1.73865263573574,-1.79125358418543,-1.8512705203693,-1.92838929975306,-2.00147173493436,-2.16380572918547
1.764,-0.820959521269048,-0.836735105280741,-0.852979514953529,-0.869050876094331,-0.8879874874025,-0.913035768376279,-0.927925911674164,-0.956634955867465,-0.981363090986041,-1.00714423134974,-1.04271575492246,-1.07567670160977,-1.11009086826286,-1.15858650929146,-1.20142558935773,-1.25680522907408,-1.31149818159682,-1.37741710814725,-1.44607854150577,-1.52384970562329,-1.61321652790116,-1.72798349053571,-1.77977666472903,-1.83895893948353,-1.91494846738334,-1.98693657796635,-2.14675775245361
1.768,-0.820779149881183,-0.836408031898358,-0.852459162307734,-0.868370358213384,-0.887137090579627,-0.91195895993784,-0.926617316037067,-0.955102115119858,-0.979566169352553,-1.00515404744016,-1.04028457055327,-1.07298681054842,-1.10698359726854,-1.1549688879981,-1.19736185229057,-1.2521694511497,-1.30625869955197,-1.37141480833626,-1.43921017549739,-1.51606943879574,-1.6042835178809,-1.71754642593111,-1.76855099286938,-1.82691872404498,-1.90180640571006,-1.97272750250751,-2.13010023372528
1.772,-0.820637768470194,-0.836120828272861,-0.851979709024132,-0.867732095282973,-0.886330529226791,-0.910928444278225,-0.925357083543393,-0.95362068134155,-0.977824004023533,-1.00322179750649,-1.03791735939292,-1.07036519929017,-1.10395129718986,-1.1514354830377,-1.19339032799639,-1.24763637524901,-1.30113356726148,-1.36554185341953,-1.4324890478139,-1.5084558427594,-1.59554256415552,-1.70733554169743,-1.75757005713016,-1.81514272477079,-1.88895508171895,-1.95883557532549,-2.11382207657746
1.776,-0.820534975703234,-0.835873041566869,-0.851540640470367,-0.867135519882048,-0.885567178881171,-0.909943521404564,-0.9241444409123,-0.952189803835337,-0.976135654357204,-1.00134646949596,-1.03561294910796,-1.06781059343421,-1.10099252253517,-1.14798464036848,-1.18950914772517,-1.24320385029719,-1.29612031586433,-1.35979536183326,-1.4259117734054,-1.50100498254365,-1.5869889856026,-1.69734512778636,-1.74682755939209,-1.80362402997134,-1.87638673410996,-1.94525217033147,-2.09791257876495
1.78,-0.820470380112651,-0.835664229399459,-0.851141453335051,-0.866580076866323,-0.884846428508322,-0.90900350649988,-0.922978631884349,-0.950808650988247,-0.974500201367121,-0.99952707507907,-1.0333701959887,-1.06532175019917,-1.09810586469871,-1.14461474938429,-1.18571649273523,-1.23886978407084,-1.29121654564053,-1.35417253483766,-1.41947506725282,-1.49371304216534,-1.57861824657562,-1.68756965701495,-1.73631740656021,-1.79235595614462,-1.86409386235853,-1.93196895602039,-2.08236141559149
1.784,-0.82044359984466,-0.835493959564633,-0.85078165530988,-0.866065223017304,-0.884167680113814,-0.908107729481677,-0.92185891672606,-0.949476409714716,-0.972916747088251,-0.997762648951005,-1.03118798409268,-1.06289745746668,-1.09528995081993,-1.14132424153787,-1.18201059267891,-1.23463214125876,-1.28641992368337,-1.34867065366069,-1.41317574082745,-1.48657632032485,-1.57042595150292,-1.67800377807907,-1.72603370260646,-1.78133203899994,-1.85206921628406,-1.91897788350259,-2.06715862408798
1.788,-0.820454262415354,-0.83536180975794,-0.850460764781064,-0.865590426701728,-0.883530348366641,-0.907255534574358,-0.920784571750464,-0.948192284918149,-0.971384413964389,-0.996052248156785,-1.02906522441807,-1.06053653285863,-1.09254344268405,-1.13811158901476,-1.1783897240489,-1.23048894159698,-1.28172818166255,-1.34328707675606,-1.40701069869564,-1.47959122628224,-1.56240783971827,-1.6686423088748,-1.71597074096835,-1.77054602488844,-1.84030578609922,-1.90627117509537,-2.05229458795365
1.792,-0.820502004473792,-0.835267367310921,-0.850178310529679,-0.865155167541085,-0.882933860234033,-0.906446279894935,-0.919754888853068,-0.946955498970136,-0.969902344256107,-0.994394951439303,-1.02700085410575,-1.05823782284693,-1.08986503566185,-1.13497530345572,-1.17485220868233,-1.22643825807465,-1.27713911367412,-1.33801923716996,-1.40097693526162,-1.47275427590482,-1.55455978051189,-1.65948023011247,-1.70612299728578,-1.75999186261994,-1.82879679291487,-1.89384131344495,-2.0377600232188
